gene_symbol	accession_numbers	ensembl_id
MIR4442		
MIR4443		
MIR4444-1		
MIR4444-2		
MIR4445		
MIR4446		
MIR4447		
MIR4448		ENSG00000263932
MIR4449		
MIR4450		
MIR4451		
MIR4452		
MIR4453		ENSG00000283792
MIR4453HG		ENSG00000268471
MIR4454		
MIR4455		
MIR4456		
MIR4457		
MIR4458		ENSG00000284000
MIR4458HG		ENSG00000247516
MIR4460		
MIR4462		
MIR4463		ENSG00000263533
MIR4464		
MIR4465		
MIR4466		
MIR4467		
MIR4468		
MIR4469		
MIR4470		
MIR4471		
MIR4472-1		
MIR4472-2		
MIR4473		
MIR4474		
MIR4475		
MIR4476		
MIR4477A		
MIR4477B		
MIR4478		
MIR4479		
MIR4480		
MIR4481		
MIR4482		
MIR4483		
MIR4484		
MIR4485		
MIR4486		
MIR4487		
MIR4488		
MIR4489		
MIR4490		
MIR4491		
MIR4492		
MIR4493		
MIR4494		ENSG00000264906
MIR4495		
MIR4496		
MIR4497		ENSG00000263510
MIR4498		ENSG00000266704
MIR4499		
MIR4500		
MIR4500HG		ENSG00000228824
MIR4501		
MIR4502		
MIR4503		
MIR4504		
MIR4505		
MIR4506		
MIR4507		
MIR4508		
MIR4509-1		
MIR4509-2		
MIR4509-3		
MIR4510		
MIR4511		
MIR4512		
MIR4513		
MIR4514		
MIR4515		
MIR4516		
MIR4517		
MIR4518		
MIR4519		
MIR4520-1		
MIR4520-2		
MIR4521		
MIR4522		
MIR4523		
MIR4524A		
MIR4524B		
MIR4525		
MIR4526		
MIR4527		ENSG00000266582
MIR4527HG	BC040860	ENSG00000267761
MIR4528		
MIR4529		
MIR4530		
MIR4531		
MIR4533		
MIR4534		ENSG00000284266
MIR4535		
MIR4536-1		ENSG00000283334
MIR4536-2		ENSG00000266328
MIR4537		
MIR4538		
MIR4539		
MIR4540		ENSG00000264922
MIR4632		
MIR4633		
MIR4634		
MIR4635		
MIR4636		
MIR4637		
MIR4638		
MIR4639		
MIR4640		
MIR4641		ENSG00000266494
MIR4642		
MIR4643		
MIR4644		
MIR4645		
MIR4646		
MIR4647		
MIR4648		
MIR4649		
MIR4650-1		ENSG00000266525
MIR4650-2		ENSG00000264494
MIR4651		
MIR4652		
MIR4653		
MIR4654		
MIR4655		
MIR4656		
MIR4657		
MIR4658		
MIR4659A		
MIR4659B		
MIR4660		
MIR4661		
MIR4662A		
MIR4662B		
MIR4663		
MIR4664		
MIR4665		
MIR4666A		
MIR4666B		
MIR4667		
MIR4668		
MIR4669		
MIR4670		
MIR4671		
MIR4672		
MIR4673		
MIR4674		
MIR4675		
MIR4676		
MIR4677		
MIR4678		
MIR4679-1		
MIR4679-2		
MIR4680		
MIR4681		
MIR4682		
MIR4683		
MIR4684		
MIR4685		
MIR4686		
MIR4687		
MIR4688		
MIR4689		
MIR4690		
MIR4691		
MIR4692		
MIR4693		
MIR4694		
MIR4695		
MIR4696		
MIR4697		ENSG00000284020
MIR4697HG		ENSG00000280237
MIR4698		
MIR4699		
MIR4700		
MIR4701		
MIR4703		
MIR4704		
MIR4705		
MIR4706		
MIR4707		
MIR4708		
MIR4709		
MIR4710		
MIR4711		
MIR4712		
MIR4713		
MIR4713HG		ENSG00000259240
MIR4714		
MIR4715		
MIR4716		
MIR4717		
MIR4718		
MIR4719		
MIR4720		ENSG00000284473
MIR4721		
MIR4722		
MIR4723		
MIR4724		
MIR4725		
MIR4726		
MIR4727		
MIR4728		
MIR4729		
MIR4730		
MIR4731		
MIR4732		ENSG00000284085
MIR4733		
MIR4734		
MIR4735		
MIR4736		
MIR4737		
MIR4738		
MIR4739		
MIR4740		
MIR4741		
MIR4742		
MIR4743		
MIR4744		
MIR4745		
MIR4746		
MIR4747		
MIR4748		
MIR4749		
MIR4750		
MIR4751		
MIR4752		
MIR4753		
MIR4754		
MIR4755		
MIR4756		
MIR4757		
MIR4758		
MIR4759		
MIR4760		
MIR4761		
MIR4762		
MIR4763		
MIR4764		
MIR4765		
MIR4766		
MIR4767		
MIR4768		
MIR4769		
MIR4770		
MIR4771-1		
MIR4771-2		
MIR4772		
MIR4773-1		ENSG00000264684
MIR4773-2		ENSG00000283569
MIR4774		ENSG00000265694
MIR4775		
MIR4776-1		ENSG00000266354
MIR4776-2		ENSG00000283637
MIR4777		
MIR4778		
MIR4779		
MIR4780		
MIR4781		
MIR4782		
MIR4783		
MIR4784		
MIR4785		
MIR4786		
MIR4787		
MIR4788		
MIR4789		
MIR4790		
MIR4791		
MIR4793		
MIR4794		
MIR4795		
MIR4796		
MIR4797		
MIR4798		
MIR4799		
MIR4800		
MIR4801		
MIR4802		
MIR4803		
MIR4804		
MIR4999		
MIR5000		
MIR5001		
MIR5002		
MIR5003		
MIR5004		
MIR5006		
MIR5007		
MIR5008		
MIR5009		
MIR5010		
MIR5011		
MIR5047		
MIR5087		
MIR5088		
MIR5089		
MIR5090		
MIR5091		
MIR5092		
MIR5093		
MIR5094		
MIR5100		
MIR5186		
MIR5187		
MIR5188		
MIR5189		
MIR5190		
MIR5191		
MIR5192		
MIR5193		
MIR5194		
MIR5195		
MIR5196		
MIR5197		
MIR5571		
MIR5572		
MIR5579		ENSG00000266570
MIR5580		
MIR5581		
MIR5582		
MIR5583-1		
MIR5583-2		
MIR5584		ENSG00000263381
MIR5585		ENSG00000266203
MIR5586		
MIR5587		
MIR5588		
MIR5589		
MIR5590		
MIR5591		
MIR5680		
MIR5681A		ENSG00000266502
MIR5681B		
MIR5682		
MIR5683		
MIR5684		
MIR5685		
MIR5687		
MIR5688		
MIR5689		
MIR5689HG		ENSG00000229401
MIR5690		
MIR5691		
MIR5692A1		
MIR5692A2		
MIR5692B		
MIR5692C1		
MIR5692C2		
MIR5693		
MIR5694		
MIR5695		
MIR5696		
MIR5697		ENSG00000265521
MIR5698		ENSG00000263987
MIR5699		
MIR5700		
MIR5701-1		
MIR5701-2		
MIR5701-3		
MIR5702		
MIR5703		
MIR5704		
MIR5705		
MIR5706		
MIR5707		
MIR5708		
MIR5739		
MIR5787		
MIR6068		ENSG00000275836
MIR6069		
MIR6070		
MIR6071		
MIR6072		
MIR6073		
MIR6074		
MIR6075		
MIR6076		
MIR6077		ENSG00000278596
MIR6078		
MIR6079		
MIR6080		
MIR6081		
MIR6082		
MIR6083		
MIR6084		ENSG00000284005
MIR6085		
MIR6086		
MIR6088		
MIR6089		
MIR6090		
MIR6124		
MIR6125		
MIR6126		
MIR6127		
MIR6128		
MIR6129		
MIR6130		
MIR6131		
MIR6132		
MIR6133		
MIR6134		
MIR6165		
MIR6499		
MIR6500		
MIR6501		
MIR6502		
MIR6503		
MIR6504		
MIR6505		
MIR6506		
MIR6507		
MIR6508		
MIR6509		
MIR6510		
MIR6511A1		
MIR6511A2		
MIR6511A3		
MIR6511A4		
MIR6511B1		
MIR6511B2		
MIR6512		
MIR6513		
MIR6514		
MIR6515		
MIR6516		
MIR6529		
MIR6715A		
MIR6715B		
MIR6716		
MIR6717		
MIR6718		
MIR6719		
MIR6720		
MIR6721		
MIR6722		
MIR6724-1		
MIR6724-2		
MIR6724-3		
MIR6724-4		
MIR6726		
MIR6727		
MIR6728		
MIR6729		
MIR6730		
MIR6731		
MIR6732		
MIR6733		
MIR6734		
MIR6735		
MIR6736		
MIR6737		
MIR6738		
MIR6739		
MIR6740		
MIR6741		
MIR6742		
MIR6743		
MIR6744		
MIR6745		
MIR6746		
MIR6747		
MIR6748		
MIR6749		
MIR6750		
MIR6751		
MIR6752		
MIR6753		
MIR6754		ENSG00000278349
MIR6755		
MIR6756		
MIR6757		
MIR6758		
MIR6759		
MIR6760		
MIR6761		
MIR6762		
MIR6763		
MIR6764		
MIR6765		
MIR6766		
MIR6767		
MIR6768		
MIR6769A		ENSG00000276641
MIR6769B		
MIR6770-1		
MIR6770-2		
MIR6770-3		
MIR6771		
MIR6772		
MIR6773		
MIR6774		
MIR6775		
MIR6776		
MIR6777		
MIR6778		
MIR6779		
MIR6780A		
MIR6780B		
MIR6781		
MIR6782		
MIR6783		
MIR6784		
MIR6785		
MIR6786		
MIR6787		
MIR6788		
MIR6789		
MIR6790		
MIR6791		
MIR6792		
MIR6793		
MIR6794		
MIR6795		
MIR6796		
MIR6797		
MIR6798		
MIR6799		ENSG00000276270
MIR6800		
MIR6801		
MIR6802		
MIR6803		
MIR6804		
MIR6805		
MIR6806		
MIR6807		
MIR6808		
MIR6809		
MIR6810		
MIR6811		
MIR6812		ENSG00000273555
MIR6813		
MIR6814		
MIR6815		
MIR6816		
MIR6817		
MIR6818		
MIR6819		
MIR6820		ENSG00000284289
MIR6821		
MIR6822		
MIR6823		
MIR6824		
MIR6825		
MIR6826		
MIR6827		
MIR6828		
MIR6829		
MIR6830		
MIR6831		
MIR6832		
MIR6833		
MIR6834		ENSG00000284064
MIR6835		
MIR6836		
MIR6837		
MIR6838		
MIR6839		ENSG00000275667
MIR6840		
MIR6841		
MIR6842		
MIR6843		
MIR6844		
MIR6845		
MIR6846		ENSG00000277888
MIR6847		
MIR6848		
MIR6849		
MIR6850		
MIR6851		
MIR6852		
MIR6853		
MIR6854		
MIR6855		
MIR6856		
MIR6857		
MIR6858		
MIR6859-1		
MIR6859-2		
MIR6859-3		
MIR6859-4		
MIR6860		
MIR6861		
MIR6862-1		
MIR6862-2		
MIR6863		
MIR6864		
MIR6865		
MIR6866		
MIR6867		
MIR6868		
MIR6869		
MIR6870		
MIR6871		
MIR6872		
MIR6873		
MIR6874		
MIR6875		
MIR6876		
MIR6877		
MIR6878		
MIR6879		
MIR6880		
MIR6881		
MIR6882		
MIR6883		
MIR6884		
MIR6885		
MIR6886		
MIR6887		
MIR6888		
MIR6889		
MIR6890		
MIR6891		
MIR6892		
MIR6893		
MIR6894		
MIR6895		
MIR7106		
MIR7107		
MIR7108		
MIR7109		
MIR7110		
MIR7111		
MIR7112		
MIR7113		
MIR7114		
MIR7150		
MIR7151		
MIR7152		
MIR7153		
MIR7154		
MIR7155		
MIR7156		
MIR7157		
MIR7158		
MIR7159		
MIR7160		
MIR7161		
MIR7162		
MIR7515		
MIR7515HG	BX119852, DB061664	ENSG00000236172
MIR7702		
MIR7703		
MIR7704		ENSG00000283880
MIR7705		
MIR7706		ENSG00000284160
MIR7843		
MIR7844		
MIR7845		
MIR7846		
MIR7847		
MIR7848		
MIR7849		
MIR7850		
MIR7851		
MIR7852		
MIR7853		
MIR7854		
MIR7855		
MIR7856		
MIR7973-1		
MIR7973-2		
MIR7974		
MIR7975		
MIR7976		
MIR7977		
MIR7978		
MIR8052		
MIR8053		
MIR8054		
MIR8055		
MIR8056		
MIR8057		
MIR8058		
MIR8059		
MIR8060		
MIR8061		
MIR8062		
MIR8063		
MIR8064		
MIR8065		
MIR8066		
MIR8067		
MIR8068		
MIR8069-1		
MIR8069-2		
MIR8070		
MIR8071-1		
MIR8071-2		
MIR8072		
MIR8073		
MIR8074		
MIR8075		
MIR8076		
MIR8077		
MIR8078		
MIR8079		
MIR8080		
MIR8081		
MIR8082		
MIR8083		
MIR8084		
MIR8085		
MIR8086		
MIR8087		
MIR8088		
MIR8089		ENSG00000277912
MIR8485		ENSG00000216191
MIR9500		
MIR9718		
MIR9851		
MIR9898		
MIR9899		
MIR9900		
MIR9901		
MIR9902-1		
MIR9902-2		
MIR9903		
MIR9983		
MIR9985		
MIR9986		
MIR10226		
MIR10392		
MIR10393		
MIR10394		
MIR10396A		
MIR10396B		
MIR10397		
MIR10398		
MIR10399		
MIR10400		
MIR10522		
MIR10523		
MIR10524		
MIR10525		
MIR10526		
MIR10527		
MIR11181		
MIR11399		
MIR11400		
MIR11401		
MIR12113		
MIR12114		
MIR12115		
MIR12116		
MIR12117		
MIR12118		
MIR12119		
MIR12120		
MIR12121		
MIR12122		
MIR12123		
MIR12124		
MIR12125		
MIR12126		
MIR12127		
MIR12128		
MIR12129		
MIR12130		
MIR12131		
MIR12132		
MIR12133		
MIR12135		
MIR12136		
MIRLET7A1		ENSG00000199165
MIRLET7A1HG		ENSG00000269946
MIRLET7A2		ENSG00000198975
MIRLET7A3		ENSG00000283990
MIRLET7B		ENSG00000284520
MIRLET7BHG		ENSG00000197182
MIRLET7C		ENSG00000199030
MIRLET7D		ENSG00000199133
MIRLET7E		ENSG00000198972
MIRLET7F1		ENSG00000199072
MIRLET7F2		ENSG00000208012
MIRLET7G		ENSG00000199150
MIRLET7I		ENSG00000199179
MIS12	AL136906	ENSG00000167842
MIS18A	AF231921	ENSG00000159055
MIS18A-AS1	BG209386	ENSG00000227256
MIS18BP1	AB067490	ENSG00000129534
MISP	BC052236	ENSG00000099812
MISP3		ENSG00000141854
MITD1	BC018453	ENSG00000158411
MITF		ENSG00000187098
MIXL1	AF211891	ENSG00000185155
MKI67	X65550	ENSG00000148773
MKI67P1		ENSG00000270499
MKKS	AF221993	ENSG00000125863
MKLN1	AF047489	ENSG00000128585
MKLN1-AS	AK054623, DB039005	ENSG00000236753
MKNK1	AB000409	ENSG00000079277
MKNK1-AS1	AK097731	
MKNK2	AF125532	ENSG00000099875
MKNK2P1		ENSG00000233533
MKRN1	AF192784	ENSG00000133606
MKRN2		ENSG00000075975
MKRN2OS		ENSG00000225526
MKRN3	U19107	ENSG00000179455
MKRN3-AS1		
MKRN4P	U41315	ENSG00000238222
MKRN5P	U41316	ENSG00000224430
MKRN6P		
MKRN7P		ENSG00000225849
MKRN8P		
MKRN9P	BC067894	ENSG00000258128
MKS1	DQ185029	ENSG00000011143
MKX	BC036207	ENSG00000150051
MKX-AS1	BU195543	ENSG00000230500
MLANA		ENSG00000120215
MLC1	D25217	ENSG00000100427
MLEC	BC000371	ENSG00000110917
MLECP1		ENSG00000277899
MLF1	L49054	ENSG00000178053
MLF2	U57342	ENSG00000089693
MLH1	U07418	ENSG00000076242
MLH3	AF195657	
MLIP	AK055530	ENSG00000146147
MLIP-AS1		ENSG00000235050
MLIP-IT1		ENSG00000236996
MLKL	AK091708	
MLLT1		ENSG00000130382
MLLT3	L13744	ENSG00000171843
MLLT6		ENSG00000275023
MLLT10	U13948	ENSG00000078403
MLLT10P1	AL441988	ENSG00000238151
MLLT10P2		ENSG00000249462
MLLT11	BC006471	ENSG00000213190
MLN		ENSG00000096395
MLNR	AF034632	ENSG00000102539
MLPH	AY358857	ENSG00000115648
MLST8		ENSG00000167965
MLX	AF213668	
MLXIP	AB020674	
MLXIPL	AK055029	ENSG00000009950
MLYCD	AF153679	ENSG00000103150
MMAA	AF524841	ENSG00000151611
MMAB	AF550404	ENSG00000139428
MMACHC		ENSG00000132763
MMADHC	BC023995	ENSG00000168288
MMD	X85750	ENSG00000108960
MMD2	BC037881	ENSG00000136297
MME		ENSG00000196549
MME-AS1		ENSG00000240666
MMEL1	AF336981	ENSG00000142606
MMGT1	AL157477	ENSG00000169446
MMP1	X54925	ENSG00000196611
MMP2		ENSG00000087245
MMP2-AS1		ENSG00000260135
MMP3	X05232	ENSG00000149968
MMP7	Z11887	ENSG00000137673
MMP8	J05556	ENSG00000118113
MMP9		ENSG00000100985
MMP10	X07820	ENSG00000166670
MMP11		ENSG00000099953
MMP12	L23808	ENSG00000262406
MMP13	X75308	ENSG00000137745
MMP14		ENSG00000157227
MMP15	Z48482	ENSG00000102996
MMP16	D85511	ENSG00000156103
MMP17	X89576	ENSG00000198598
MMP19	X92521	ENSG00000123342
MMP20	Y12779	ENSG00000137674
MMP21	AF331526	ENSG00000154485
MMP23A		ENSG00000215914
MMP23B		ENSG00000189409
MMP24	AF131284	ENSG00000125966
MMP24OS	BG546906, DA451679	ENSG00000126005
MMP25	AF145442	
MMP25-AS1	BC026114, AK124978	ENSG00000261971
MMP26	AF230354	ENSG00000167346
MMP27	AF195192	ENSG00000137675
MMP28	AF315683	ENSG00000271447
MMRN1	U27109	ENSG00000138722
MMRN2	AK023527	ENSG00000173269
MMS19	AF007151	ENSG00000155229
MMS22L		ENSG00000146263
MMUT		ENSG00000146085
MMVP1		
MMVP2		
MN1	X82209	ENSG00000169184
MNAT1	X87843	ENSG00000020426
MND1	AY028916	ENSG00000121211
MNDA	BC032319	ENSG00000163563
MNS1	AK002084	ENSG00000138587
MNT	Y13444	ENSG00000070444
MNX1	AF107457	ENSG00000130675
MNX1-AS1		ENSG00000243479
MNX1-AS2	AI761375	ENSG00000235029
MOAP1	BC015044	ENSG00000165943
MOB1A		ENSG00000114978
MOB1AP1		ENSG00000228241
MOB1AP2		ENSG00000233810
MOB1B	BC038112	ENSG00000173542
MOB2		ENSG00000182208
MOB3A	AK095471	ENSG00000172081
MOB3B	AK023266	ENSG00000120162
MOB3C	AK091808	ENSG00000142961
MOB4	AF151853	ENSG00000115540
MOBP	D28113	ENSG00000168314
MOCOS	AK000740	ENSG00000075643
MOCS1	AJ224328	ENSG00000124615
MOCS1P1	AJ272089	ENSG00000260347
MOCS2	AF117815	ENSG00000164172
MOCS3	AF102544	ENSG00000124217
MOCS3P1		
MOCS3P2		
MOG		ENSG00000204655
MOGAT1	AF384163	ENSG00000124003
MOGAT2	AY157608	ENSG00000166391
MOGAT3	AY229854	ENSG00000106384
MOGS	X87237	ENSG00000115275
MOK	AB022694	ENSG00000080823
MON1A	AK074404	ENSG00000164077
MON1B	BC024277	ENSG00000103111
MON2		ENSG00000061987
MORC1	AF084946	ENSG00000114487
MORC1-AS1		ENSG00000239314
MORC2	AB020659	ENSG00000133422
MORC2-AS1	AK093120	ENSG00000235989
MORC3	AK025327	ENSG00000159256
MORC4	AK021627	ENSG00000133131
MORF4	AF100614	ENSG00000234801
MORF4L1	AF100615	ENSG00000185787
MORF4L1P1	AF100616	ENSG00000218283
MORF4L1P2		
MORF4L1P3	AF100619	ENSG00000255040
MORF4L1P4		ENSG00000225133
MORF4L1P5		ENSG00000231857
MORF4L1P6		ENSG00000233162
MORF4L1P7		ENSG00000225904
MORF4L2	AF100620	ENSG00000123562
MORF4L2-AS1	BC043382	ENSG00000231154
MORF4L2P1		ENSG00000250147
MORN1	AK024003	ENSG00000116151
MORN2	AY367766	ENSG00000188010
MORN3	BC057760	ENSG00000139714
MORN4	AJ431726	ENSG00000171160
MORN5	AK128877	ENSG00000185681
MOS		ENSG00000172680
MOSMO	BC027604	ENSG00000185716
MOSPD1	Z83826	ENSG00000101928
MOSPD2	AL834345	ENSG00000130150
MOSPD3	BC011653	ENSG00000106330
MOV10	AL833353	ENSG00000155363
MOV10L1	AF285604	ENSG00000073146
MOXD1	AY007239	ENSG00000079931
MOXD2P		ENSG00000240268
MPC1	AF125101	ENSG00000060762
MPC1L		ENSG00000238205
MPC2		ENSG00000143158
MPDU1	AF038961	ENSG00000129255
MPDZ	AF093419	ENSG00000107186
MPE		
MPEG1	AK097211	
MPFD		
MPG		ENSG00000103152
MPHOSPH6	X98263	ENSG00000135698
MPHOSPH8	AK056785, AJ293409	ENSG00000196199
MPHOSPH9	X98258	ENSG00000051825
MPHOSPH10	X98494	ENSG00000124383
MPI		ENSG00000178802
MPIG6B		ENSG00000204420
MPL	M90102	ENSG00000117400
MPLKIP	AX048113	ENSG00000168303
MPND		ENSG00000008382
MPO		ENSG00000005381
MPP1		ENSG00000130830
MPP2		ENSG00000108852
MPP3		ENSG00000161647
MPP4	AF316032	ENSG00000082126
MPP5	AK022677	
MPP6	AF162130	ENSG00000105926
MPP7	BC038105	ENSG00000150054
MPP7-DT		ENSG00000282996
MPPE1	BC002877	ENSG00000154889
MPPE1P1		ENSG00000258990
MPPED1	U84894	ENSG00000186732
MPPED2	U57911	ENSG00000066382
MPPED2-AS1		ENSG00000254489
MPRIP	BC014102	ENSG00000133030
MPRIP-AS1	BG548937	ENSG00000225442
MPRIPP1		ENSG00000214820
MPST	X59434	ENSG00000128309
MPTX1		ENSG00000215846
MPV17		ENSG00000115204
MPV17L	DQ004255	ENSG00000156968
MPV17L2	AK094091	ENSG00000254858
MPZ	BC006491	ENSG00000158887
MPZL1	AF087020	ENSG00000197965
MPZL2	AF275945	
MPZL3	AK095399	ENSG00000160588
MR1	AF010446	ENSG00000153029
MRAP	AF454915	ENSG00000170262
MRAP2	AK090775	ENSG00000135324
MRAS	AF022080	ENSG00000158186
MRC1	J05550	ENSG00000260314
MRC2	AB014609	ENSG00000011028
MRE11	BC063458	ENSG00000020922
MRE11P1	AF307006	ENSG00000242537
MREG	AK000978	ENSG00000118242
MREGP1		ENSG00000270395
MRFAP1	AF116272	ENSG00000179010
MRFAP1L1	AF258591	ENSG00000178988
MRGBP	AK001776	ENSG00000101189
MRGPRD	AB083627	ENSG00000172938
MRGPRE	AY255572	ENSG00000184350
MRGPRF	AK075492	ENSG00000172935
MRGPRF-AS1		ENSG00000256508
MRGPRG	AY255583	ENSG00000182170
MRGPRG-AS1	AK097749	ENSG00000236301
MRGPRX1		ENSG00000170255
MRGPRX2		ENSG00000183695
MRGPRX3		ENSG00000179826
MRGPRX4	AY042216	ENSG00000179817
MRI1		
MRLN	AB019391, BG210823	ENSG00000227877
MRM1	AK026231	ENSG00000278619
MRM2	AF093415	ENSG00000122687
MRM3	AF177344	ENSG00000171861
MRNIP		ENSG00000161010
MRO	AK054702	ENSG00000134042
MROH1		ENSG00000179832
MROH2A		ENSG00000185038
MROH2B		ENSG00000171495
MROH3P	DQ983818	ENSG00000233217
MROH4P		ENSG00000232722
MROH5		ENSG00000226807
MROH6	AF289596	ENSG00000204839
MROH7	AL832492	ENSG00000184313
MROH7-TTC4		ENSG00000271723
MROH8	AL136172	ENSG00000101353
MROH9	AK027203	ENSG00000117501
MROS		
MRPL1	AB049474	ENSG00000169288
MRPL2	AB051617	ENSG00000112651
MRPL2P1	AY135252	ENSG00000257480
MRPL3	X06323	ENSG00000114686
MRPL3P1		ENSG00000215349
MRPL4	AB049635	ENSG00000105364
MRPL9	AK026363	ENSG00000143436
MRPL9P1		ENSG00000254305
MRPL10	AB051618	ENSG00000159111
MRPL11	AB051338	ENSG00000174547
MRPL11P2	AY135247	
MRPL11P3	AY135248	
MRPL12	X79865	ENSG00000262814
MRPL13	AB049640	ENSG00000172172
MRPL14	AB051339	ENSG00000180992
MRPL14P1	AY135249	
MRPL15	AB051619	ENSG00000137547
MRPL15P1	AY135250	ENSG00000259441
MRPL16	AF183428	ENSG00000166902
MRPL17	AB051620	
MRPL18	AF161556	ENSG00000112110
MRPL19	AB051621	ENSG00000115364
MRPL20	AB049644	ENSG00000242485
MRPL20-AS1		ENSG00000224870
MRPL20P1		ENSG00000215734
MRPL21	AK096756	ENSG00000197345
MRPL22	AB051622	ENSG00000082515
MRPL22P1		ENSG00000250324
MRPL23	AB051340	ENSG00000214026
MRPL23-AS1		ENSG00000226416
MRPL24	AB051341	ENSG00000143314
MRPL27	AB049647	ENSG00000108826
MRPL28	U19796	ENSG00000086504
MRPL30	AB051342	ENSG00000185414
MRPL30P1		ENSG00000276576
MRPL30P2		
MRPL32	AB051343	ENSG00000106591
MRPL32P1		ENSG00000220125
MRPL33	AB051623	ENSG00000243147
MRPL34	AB049652	
MRPL35	AF208849	ENSG00000132313
MRPL35P1		ENSG00000220868
MRPL35P2		ENSG00000232075
MRPL35P3	AY135263	ENSG00000226253
MRPL35P4		ENSG00000230691
MRPL36	AB049654	ENSG00000171421
MRPL36P1	AY135265	
MRPL37	AB051344	ENSG00000116221
MRPL37P1		ENSG00000266946
MRPL38	AB051345	ENSG00000204316
MRPL39	AB051346	ENSG00000154719
MRPL40	AB051624	ENSG00000185608
MRPL40P1		ENSG00000256037
MRPL41	AB051625	ENSG00000182154
MRPL42	AB051626	ENSG00000198015
MRPL42P1	AY135266	
MRPL42P2		ENSG00000216364
MRPL42P3		ENSG00000219297
MRPL42P4		ENSG00000242552
MRPL42P5		
MRPL42P6		ENSG00000242810
MRPL43	AB049656	ENSG00000055950
MRPL44	AK022763	ENSG00000135900
MRPL45	BC006235	ENSG00000278845
MRPL45P1		ENSG00000232508
MRPL45P2		
MRPL46	AF210056	ENSG00000259494
MRPL47	AF285120	ENSG00000136522
MRPL48	AF151876	ENSG00000175581
MRPL48P1	AY135273	ENSG00000238076
MRPL49		ENSG00000149792
MRPL49P1		ENSG00000224296
MRPL49P2	AY135275	ENSG00000253934
MRPL50	AK000500	ENSG00000136897
MRPL50P1	AY135276	ENSG00000234587
MRPL50P2		ENSG00000238285
MRPL50P3		
MRPL50P4		ENSG00000235469
MRPL51	AB051355	ENSG00000111639
MRPL51P1	AY135280	
MRPL51P2	AY135281	ENSG00000232777
MRPL52	AK000450	ENSG00000172590
MRPL53	BC012163	ENSG00000204822
MRPL53P1		ENSG00000235299
MRPL54		ENSG00000183617
MRPL55	AK056987	ENSG00000162910
MRPL57	AB049957	ENSG00000173141
MRPL57P1	AY135236	ENSG00000273698
MRPL57P2	AY135237	
MRPL57P3	AY135238	ENSG00000275940
MRPL57P6	AY135241	ENSG00000249449
MRPL57P7	AY135242	ENSG00000254312
MRPL57P8	AY135243	ENSG00000282625
MRPL57P9	AY135244	
MRPL57P10	AY135245	
MRPL58	X81788	ENSG00000167862
MRPS2	AB051627	ENSG00000122140
MRPS5	AB049940	ENSG00000144029
MRPS5P3	AY135348	ENSG00000214743
MRPS5P4	AY135349	ENSG00000266915
MRPS6	AB051347	ENSG00000243927
MRPS6P1		
MRPS6P2		ENSG00000237130
MRPS6P4		ENSG00000257820
MRPS7	AB051348	
MRPS7P1		
MRPS7P2	AY135355	
MRPS9		ENSG00000135972
MRPS10		ENSG00000048544
MRPS10P1	AY135284	ENSG00000235378
MRPS10P2	AY135286	ENSG00000234325
MRPS10P5	AY135288	
MRPS11	AB051349	ENSG00000181991
MRPS11P1	AL109953	ENSG00000225803
MRPS12	Y11681	ENSG00000128626
MRPS14	AB051350	ENSG00000120333
MRPS15	AB049946	ENSG00000116898
MRPS15P1		ENSG00000259186
MRPS15P2		
MRPS16	AB051351	ENSG00000182180
MRPS16P1	AY135292	ENSG00000229182
MRPS16P2		ENSG00000232925
MRPS16P3	AY135294	ENSG00000226336
MRPS17	AB051352	ENSG00000239789
MRPS17P1	AY135296	ENSG00000268949
MRPS17P3		ENSG00000239226
MRPS17P5		ENSG00000274493
MRPS17P6		
MRPS17P7	AY135298	
MRPS17P9		ENSG00000227814
MRPS18A	AB049952	ENSG00000096080
MRPS18AP1		ENSG00000229759
MRPS18B	AF100761	ENSG00000204568
MRPS18BP1		ENSG00000226013
MRPS18BP2		ENSG00000235232
MRPS18C		ENSG00000163319
MRPS18CP2	AY135308	
MRPS18CP3		
MRPS18CP4	AY135310	ENSG00000255763
MRPS18CP5		
MRPS18CP6	AY135312	ENSG00000228807
MRPS21	AB051353	ENSG00000266472
MRPS21P1	AY135313	ENSG00000234496
MRPS21P2		ENSG00000227425
MRPS21P3		ENSG00000221879
MRPS21P4		
MRPS21P5		ENSG00000226395
MRPS21P6		ENSG00000214298
MRPS21P7		ENSG00000260024
MRPS21P8	AY135320	ENSG00000259978
MRPS21P9		ENSG00000262759
MRPS22	AF226045	ENSG00000175110
MRPS22P1		
MRPS23	AB061206	ENSG00000181610
MRPS23P1	AY135323	
MRPS24	AB061207	ENSG00000062582
MRPS24P1	AY135324	
MRPS25	AB061208	ENSG00000131368
MRPS25P1	AY135325	
MRPS26	AB051354	ENSG00000125901
MRPS27	D87453	ENSG00000113048
MRPS28	AB061209	ENSG00000147586
MRPS30	AF146192	ENSG00000112996
MRPS30-DT		ENSG00000251141
MRPS31	Z68747	ENSG00000102738
MRPS31P1	AY135328	ENSG00000275256
MRPS31P2		ENSG00000232894
MRPS31P4		ENSG00000250299
MRPS31P5		ENSG00000243406
MRPS33	AF078858	ENSG00000090263
MRPS33P1	AY135333	
MRPS33P2		ENSG00000249649
MRPS33P3		ENSG00000251308
MRPS33P4		ENSG00000234821
MRPS34	BC001182	ENSG00000074071
MRPS35	AF182422	ENSG00000061794
